Date,Open,High,Low,Close,Adj Close,Volume
2022-10-28,92.529999,96.860001,92.322998,96.580002,96.580002,35696900
2022-10-31,95.779999,96.349998,94.379997,94.660004,94.660004,29868700
2022-11-01,95.589996,96.165001,90.430000,90.500000,90.500000,43220600
2022-11-02,90.910004,91.300003,87.010002,87.070000,87.070000,43553600
2022-11-03,86.345001,86.550003,83.449997,83.489998,83.489998,48510400
2022-11-04,85.510002,86.730003,83.879997,86.699997,86.699997,40173300
2022-11-07,87.339996,88.940002,86.959999,88.650002,88.650002,26899900
2022-11-08,89.160004,90.404999,87.650002,88.910004,88.910004,30172000
2022-11-09,88.544998,89.489998,87.360001,87.400002,87.400002,26743900
2022-11-10,92.339996,94.550003,91.650002,94.169998,94.169998,42371200
2022-11-11,94.709999,97.360001,94.160004,96.730003,96.730003,30569100
2022-11-14,95.500000,97.180000,95.112999,96.029999,96.029999,24170100
2022-11-15,98.669998,100.419998,97.019997,98.720001,98.720001,31831000
2022-11-16,98.019997,99.849998,97.902000,98.989998,98.989998,24660200
2022-11-17,97.180000,99.480003,97.099998,98.500000,98.500000,21818700
2022-11-18,99.010002,99.160004,96.739998,97.800003,97.800003,24969900
2022-11-21,97.559998,98.720001,95.669998,95.830002,95.830002,18696900
2022-11-22,96.160004,97.547997,94.410004,97.330002,97.330002,18868900
2022-11-23,97.339996,99.069000,97.339996,98.820000,98.820000,17568900
2022-11-25,98.464996,98.940002,97.529999,97.599998,97.599998,8567800
2022-11-28,97.199997,97.830002,95.889999,96.250000,96.250000,19974500
2022-11-29,96.000000,96.389999,94.389999,95.440002,95.440002,20220000
2022-11-30,95.120003,101.449997,94.669998,101.449997,101.449997,39888100
2022-12-01,101.400002,102.589996,100.669998,101.279999,101.279999,21771500
2022-12-02,99.370003,101.150002,99.169998,100.830002,100.830002,18821500
2022-12-05,99.815002,101.750000,99.355003,99.870003,99.870003,19955500
2022-12-06,99.669998,100.209999,96.760002,97.309998,97.309998,20877600
2022-12-07,96.769997,97.309998,95.025002,95.150002,95.150002,26647900
2022-12-08,95.690002,95.870003,93.800003,93.949997,93.949997,25593200
2022-12-09,93.900002,94.489998,93.019997,93.070000,93.070000,21885300
2022-12-12,93.089996,93.875000,91.900002,93.559998,93.559998,27380900
2022-12-13,98.070000,99.800003,95.379997,95.849998,95.849998,34788500
2022-12-14,95.540001,97.220001,93.940002,95.309998,95.309998,26452900
2022-12-15,93.540001,94.029999,90.430000,91.199997,91.199997,28298800
2022-12-16,91.199997,91.750000,90.010002,90.860001,90.860001,48485500
2022-12-19,90.879997,91.199997,88.925003,89.150002,89.150002,23020500
2022-12-20,88.730003,89.779999,88.040001,89.629997,89.629997,21976800
2022-12-21,89.730003,90.915001,88.910004,90.250000,90.250000,20336400
2022-12-22,88.930000,89.180000,86.940002,88.260002,88.260002,23656100
2022-12-23,87.620003,90.099998,87.620003,89.809998,89.809998,17815000
2022-12-27,89.309998,89.500000,87.535004,87.930000,87.930000,15470900
2022-12-28,87.500000,88.519997,86.370003,86.459999,86.459999,17879600
2022-12-29,87.029999,89.364998,86.989998,88.949997,88.949997,18280700
2022-12-30,87.364998,88.830002,87.029999,88.730003,88.730003,19179300
2023-01-03,89.830002,91.550003,89.019997,89.699997,89.699997,20738500
2023-01-04,91.010002,91.239998,87.800003,88.709999,88.709999,27046500
2023-01-05,88.070000,88.209999,86.559998,86.769997,86.769997,23136100
2023-01-06,87.360001,88.470001,85.570000,88.160004,88.160004,26604400
2023-01-09,89.195000,90.830002,88.580002,88.800003,88.800003,22996700
2023-01-10,86.720001,89.474998,86.699997,89.239998,89.239998,22855600
2023-01-11,90.059998,92.449997,89.739998,92.260002,92.260002,25998800
2023-01-12,92.400002,92.620003,90.570000,91.910004,91.910004,22754200
2023-01-13,91.528000,92.980003,90.930000,92.800003,92.800003,18617800
2023-01-17,92.779999,92.970001,90.839996,92.160004,92.160004,22935800
2023-01-18,92.940002,93.587997,91.400002,91.779999,91.779999,19641600
2023-01-19,91.389999,94.400002,91.379997,93.910004,93.910004,28707700
2023-01-20,95.949997,99.419998,95.910004,99.279999,99.279999,53610200
2023-01-23,99.129997,101.400002,98.750000,101.209999,101.209999,31791800
2023-01-24,99.550003,101.089996,98.699997,99.209999,99.209999,27391400
2023-01-25,97.199997,97.720001,95.262001,96.730003,96.730003,31000900
2023-01-26,98.279999,99.209999,96.820000,99.160004,99.160004,24542100
2023-01-27,99.050003,101.580002,98.970001,100.709999,100.709999,29011900
2023-01-30,98.745003,99.408997,97.519997,97.949997,97.949997,24365100
2023-01-31,97.860001,99.910004,97.790001,99.870003,99.870003,22306800
2023-02-01,99.739998,102.190002,98.419998,101.430000,101.430000,26392600
2023-02-02,106.790001,108.820000,106.540001,108.800003,108.800003,46622600
2023-02-03,103.510002,108.019997,103.300003,105.220001,105.220001,36805900
2023-02-06,102.684998,104.699997,102.209999,103.470001,103.470001,25573000
2023-02-07,103.629997,108.669998,103.547997,108.040001,108.040001,33738800
2023-02-08,102.690002,103.580002,98.455002,100.000000,100.000000,73546000
2023-02-09,100.540001,100.610001,93.860001,95.459999,95.459999,97798600
2023-02-10,95.739998,97.019997,94.529999,94.860001,94.860001,49269900
2023-02-13,95.010002,95.349998,94.050003,95.000000,95.000000,43053300
